id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,last_review
11677489,8756821,Manhattan,Chinatown,Entire home/apt,180,2.0,10,0.25,0,2017-10-02
11678327,9073820,Brooklyn,Bedford-Stuyvesant,Private room,38,1.0,0,0.0,0,
11679675,61553719,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,2.0,39,0.98,190,2018-11-17
11680027,13305499,Manhattan,Lower East Side,Entire home/apt,145,2.0,3,0.07,0,2016-05-08
11684682,116382,Brooklyn,Crown Heights,Private room,29,2.0,142,3.54,0,2019-05-19
11685868,3792156,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,1.0,6,0.16,0,2016-07-31
11687738,61391963,Manhattan,Upper East Side,Entire home/apt,117,30.0,9,0.27,173,2019-05-31
11689818,22808020,Brooklyn,Bushwick,Entire home/apt,70,7.0,1,0.03,0,2016-08-09
11690836,46036778,Manhattan,Upper East Side,Entire home/apt,180,14.0,0,0.0,0,
11691699,12010675,Brooklyn,Sunset Park,Entire home/apt,115,2.0,4,0.11,0,2016-08-10
11693193,62130666,Brooklyn,Williamsburg,Entire home/apt,225,2.0,110,2.74,124,2019-07-07
11695094,45595980,Manhattan,Upper East Side,Entire home/apt,140,30.0,4,0.3,57,2019-05-06
11695338,16234492,Bronx,Soundview,Private room,45,2.0,6,0.15,0,2016-08-07
11696801,33214549,Manhattan,East Village,Private room,119,1.0,1,0.42,0,2019-04-29
11697308,61391963,Manhattan,Upper East Side,Entire home/apt,125,30.0,8,0.23,343,2019-05-31
11698352,22769314,Brooklyn,Williamsburg,Private room,46,1.0,0,0.0,0,
11699080,1838844,Brooklyn,Bushwick,Private room,50,1.0,0,0.0,0,
11700121,1640615,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5.0,1,0.03,0,2016-07-19
11701404,62192916,Manhattan,Upper West Side,Entire home/apt,120,5.0,20,0.5,34,2019-06-07
11707920,14898658,Brooklyn,Kensington,Private room,45,1.0,108,2.68,23,2019-06-19
11710327,62249912,Brooklyn,Fort Greene,Private room,115,28.0,39,1.05,3,2018-01-01
11712888,412228,Manhattan,Upper West Side,Private room,95,14.0,0,0.0,0,
11713899,39149459,Manhattan,East Village,Entire home/apt,110,1.0,1,0.03,0,2016-05-23
11714137,1486872,Brooklyn,Gowanus,Entire home/apt,250,7.0,5,0.15,1,2019-05-17
11714323,10078038,Brooklyn,Williamsburg,Entire home/apt,300,5.0,46,1.18,29,2019-06-22
11714752,17156658,Queens,Astoria,Private room,45,5.0,50,1.27,145,2019-06-28
11715256,61391963,Manhattan,Kips Bay,Entire home/apt,159,30.0,8,0.37,190,2019-03-25
11715392,3256433,Manhattan,Lower East Side,Entire home/apt,220,30.0,3,0.12,2,2017-10-13
11715651,61391963,Manhattan,Kips Bay,Entire home/apt,159,30.0,3,0.14,312,2018-04-15
11716677,23902914,Manhattan,East Village,Entire home/apt,70,1.0,144,3.55,49,2019-06-25
11716947,62298504,Brooklyn,Greenpoint,Private room,45,7.0,2,0.05,0,2016-09-08
11718329,41411171,Manhattan,Upper West Side,Private room,40,1.0,0,0.0,0,
11718547,18562674,Manhattan,Harlem,Private room,81,1.0,102,2.7,90,2019-06-01
11720001,62320186,Manhattan,Harlem,Entire home/apt,190,2.0,46,1.17,323,2019-07-01
11720130,59625377,Manhattan,Hell's Kitchen,Entire home/apt,225,5.0,24,0.96,42,2019-06-25
11721727,62335395,Manhattan,Washington Heights,Shared room,360,1.0,0,0.0,0,
11724873,62359474,Manhattan,Hell's Kitchen,Entire home/apt,125,2.0,104,2.63,5,2019-07-03
11728836,10620222,Queens,Astoria,Entire home/apt,95,3.0,1,0.03,0,2016-03-26
11730376,1700752,Queens,Elmhurst,Entire home/apt,62,2.0,1,0.29,0,2019-03-29
11730504,11292325,Manhattan,Harlem,Entire home/apt,150,30.0,17,0.42,157,2018-12-15
11732848,292522,Brooklyn,Fort Greene,Entire home/apt,495,5.0,10,0.27,21,2019-07-05
11732961,5362257,Manhattan,Harlem,Entire home/apt,130,3.0,74,1.87,16,2019-06-26
11735378,18466740,Brooklyn,Bushwick,Private room,80,5.0,7,0.18,300,2019-01-04
11737524,11544181,Brooklyn,Greenpoint,Private room,89,1.0,199,5.07,114,2019-06-23
11737916,2350014,Brooklyn,Crown Heights,Private room,55,1.0,0,0.0,0,
11738831,25116430,Manhattan,Upper East Side,Entire home/apt,140,1.0,183,4.56,63,2019-06-05
11738951,61303786,Manhattan,Financial District,Private room,60,15.0,1,0.03,0,2016-05-02
11739071,61391963,Manhattan,Midtown,Entire home/apt,142,30.0,3,0.19,357,2019-05-31
11739168,61391963,Manhattan,Upper East Side,Entire home/apt,125,30.0,11,0.32,105,2019-04-11
11739698,61391963,Manhattan,Hell's Kitchen,Entire home/apt,133,30.0,7,0.21,281,2019-06-22
11740163,1709729,Brooklyn,Williamsburg,Entire home/apt,200,30.0,45,1.27,310,2018-03-20
11740386,24458604,Brooklyn,Williamsburg,Entire home/apt,85,5.0,2,0.07,0,2017-05-02
11741555,62466366,Manhattan,West Village,Entire home/apt,625,5.0,12,0.47,130,2019-06-16
11742647,19962052,Manhattan,Gramercy,Private room,100,2.0,33,0.82,44,2019-06-06
11743513,19285185,Brooklyn,Clinton Hill,Entire home/apt,176,5.0,12,0.31,236,2019-02-07
11745621,8208493,Manhattan,Hell's Kitchen,Entire home/apt,175,1.0,179,5.71,116,2019-07-07
11750272,25059970,Staten Island,Clifton,Entire home/apt,75,5.0,81,2.04,155,2019-06-19
11750766,2856748,Manhattan,Midtown,Entire home/apt,245,30.0,0,0.0,334,
11751327,61391963,Manhattan,Midtown,Entire home/apt,125,30.0,11,0.29,157,2019-06-01
11751718,61391963,Manhattan,Kips Bay,Entire home/apt,159,30.0,3,0.11,310,2019-03-01
11751916,62530335,Bronx,Concourse,Entire home/apt,110,1.0,0,0.0,0,
11752905,61391963,Manhattan,Midtown,Entire home/apt,150,30.0,7,0.18,188,2018-10-01
11753010,62535444,Brooklyn,Brighton Beach,Entire home/apt,99,1.0,88,2.22,364,2019-06-26
11753116,50199714,Brooklyn,Crown Heights,Private room,49,1.0,86,2.16,4,2019-06-10
11753760,62542300,Brooklyn,South Slope,Private room,140,2.0,141,3.63,268,2019-07-05
11753792,15423103,Brooklyn,Clinton Hill,Entire home/apt,200,30.0,1,0.09,9,2018-08-06
11754084,8488826,Manhattan,East Village,Entire home/apt,148,4.0,5,0.13,0,2017-01-01
11754456,61391963,Manhattan,Greenwich Village,Entire home/apt,165,30.0,7,0.28,142,2019-05-14
11755816,41616878,Brooklyn,Bushwick,Private room,59,20.0,33,0.82,361,2019-05-04
11755946,41616878,Brooklyn,Bushwick,Private room,45,30.0,17,0.43,335,2019-06-08
11756047,41616878,Brooklyn,Bushwick,Private room,45,30.0,16,0.43,334,2019-03-31
11758988,3150538,Manhattan,Harlem,Entire home/apt,225,3.0,25,0.63,0,2019-01-01
11760308,62588398,Manhattan,East Harlem,Private room,70,3.0,54,1.36,40,2019-04-23
11767644,62634797,Queens,Sunnyside,Entire home/apt,95,21.0,102,2.9,138,2019-01-08
11769558,62649248,Brooklyn,Bushwick,Entire home/apt,100,30.0,28,0.81,87,2019-04-26
11769741,17638424,Queens,Elmhurst,Private room,59,1.0,75,1.87,106,2019-04-07
11771598,36830075,Manhattan,Harlem,Private room,50,1.0,0,0.0,0,
11774815,62685348,Manhattan,Upper East Side,Entire home/apt,400,1.0,0,0.0,0,
11775127,15265556,Manhattan,East Village,Entire home/apt,100,1.0,3,0.07,0,2016-03-15
11775347,60081723,Manhattan,Hell's Kitchen,Entire home/apt,199,3.0,157,3.95,215,2019-07-07
11775483,116382,Brooklyn,Crown Heights,Private room,35,3.0,165,4.09,272,2019-04-10
11775601,15495404,Brooklyn,Crown Heights,Private room,65,5.0,0,0.0,0,
11776880,6598000,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,95,3.0,9,0.23,0,2017-04-15
11778761,13750728,Bronx,Longwood,Private room,60,2.0,63,1.68,336,2019-06-24
11782120,40219037,Manhattan,Hell's Kitchen,Entire home/apt,200,4.0,107,2.73,203,2019-06-26
11782585,46778061,Manhattan,Upper West Side,Entire home/apt,200,3.0,43,1.08,14,2019-06-08
11784410,62557719,Manhattan,Harlem,Private room,50,7.0,21,0.55,363,2019-06-26
11786053,37055110,Manhattan,Washington Heights,Private room,102,2.0,29,0.76,178,2017-08-11
11786452,46583440,Manhattan,Greenwich Village,Entire home/apt,152,1.0,1,0.03,0,2016-04-01
11786930,672573,Brooklyn,Cobble Hill,Entire home/apt,490,7.0,1,0.03,0,2016-07-15
11787290,29244447,Manhattan,Murray Hill,Entire home/apt,250,1.0,1,0.02,0,2016-03-20
11788559,4284154,Manhattan,Harlem,Entire home/apt,450,7.0,6,0.17,229,2018-08-18
11790047,62787599,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,98,4.0,15,0.49,341,2019-05-05
11790749,46798824,Brooklyn,Brighton Beach,Entire home/apt,199,1.0,0,0.0,0,
11791225,23269511,Queens,Astoria,Private room,50,5.0,1,0.03,0,2016-05-27
11791673,62787599,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,109,4.0,25,0.65,324,2019-04-29
11792006,1850179,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,4.0,18,0.49,0,2019-01-01
11793542,26271616,Manhattan,Upper West Side,Private room,96,1.0,0,0.0,0,
11796761,1039519,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,4.0,5,0.13,0,2018-07-07
11798782,26865924,Brooklyn,Crown Heights,Private room,65,1.0,1,0.03,0,2016-06-13
11799451,33547829,Manhattan,Midtown,Entire home/apt,130,2.0,118,2.93,226,2019-06-02
11800108,28551360,Manhattan,Upper East Side,Entire home/apt,120,1.0,11,0.3,0,2016-11-13
11801800,62850827,Brooklyn,Crown Heights,Entire home/apt,165,30.0,3,0.09,365,2016-10-09
11801942,62852022,Brooklyn,South Slope,Entire home/apt,200,2.0,9,0.24,0,2019-05-31
11801984,24232061,Manhattan,Upper East Side,Private room,122,9.0,12,0.32,160,2018-10-27
11802086,62852828,Manhattan,Harlem,Entire home/apt,400,3.0,2,0.06,88,2018-05-11
11803487,26377263,Brooklyn,Fort Greene,Private room,54,30.0,0,0.0,361,
11803893,26377263,Brooklyn,Fort Greene,Private room,54,30.0,0,0.0,361,
11804245,26377263,Brooklyn,Park Slope,Private room,54,30.0,0,0.0,361,
11812986,1162642,Manhattan,Nolita,Private room,250,1.0,2,0.05,0,2016-03-26
11814079,411437,Manhattan,Harlem,Entire home/apt,120,14.0,9,0.23,0,2017-01-02
11814184,8697041,Brooklyn,Williamsburg,Private room,75,1.0,0,0.0,0,
11816864,62939516,Queens,Long Island City,Private room,65,1.0,5,0.13,0,2018-01-02
11817212,264366,Brooklyn,Bedford-Stuyvesant,Private room,60,2.0,0,0.0,0,
11817955,4629474,Brooklyn,Sunset Park,Entire home/apt,179,3.0,0,0.0,0,
11818137,17638424,Queens,Elmhurst,Private room,43,1.0,105,2.61,140,2019-06-17
11821598,62968595,Manhattan,West Village,Entire home/apt,130,5.0,0,0.0,0,
11822193,62971703,Manhattan,Upper West Side,Entire home/apt,154,3.0,78,1.95,17,2019-06-21
11822434,62974212,Brooklyn,Bushwick,Entire home/apt,135,2.0,10,0.26,88,2018-10-21
11823125,62978797,Queens,Woodside,Private room,86,2.0,4,0.15,365,2019-01-01
11825152,19633984,Brooklyn,Columbia St,Private room,85,2.0,61,1.57,0,2018-06-24
11826442,4348515,Queens,East Elmhurst,Entire home/apt,80,3.0,68,1.79,334,2019-06-20
11826892,50556869,Brooklyn,Bedford-Stuyvesant,Private room,70,2.0,2,0.05,0,2017-10-09
11827037,63002307,Brooklyn,Prospect-Lefferts Gardens,Private room,65,1.0,0,0.0,0,
11827175,3716130,Manhattan,Harlem,Entire home/apt,100,1.0,7,0.18,0,2017-01-01
11827224,16058022,Manhattan,Gramercy,Entire home/apt,130,5.0,1,0.03,0,2016-04-22
11827451,63006814,Brooklyn,Crown Heights,Entire home/apt,139,2.0,67,1.7,75,2019-06-28
11829419,62915940,Brooklyn,Borough Park,Private room,35,1.0,9,0.24,0,2016-08-09
11833497,9946550,Brooklyn,South Slope,Entire home/apt,100,7.0,1,0.03,0,2016-07-31
11837681,44071830,Manhattan,East Harlem,Private room,60,1.0,0,0.0,0,
11837962,61391963,Manhattan,Midtown,Entire home/apt,133,30.0,7,0.22,127,2018-09-29
11839668,62829649,Manhattan,Flatiron District,Entire home/apt,275,2.0,136,3.4,170,2019-06-15
11840057,51447330,Manhattan,Lower East Side,Private room,112,1.0,0,0.0,0,
11840404,61391963,Manhattan,Kips Bay,Entire home/apt,142,30.0,9,0.36,157,2019-06-05
11840545,45526701,Brooklyn,Crown Heights,Entire home/apt,135,2.0,22,1.68,92,2019-06-28
11841709,63097249,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,165,1.0,19,0.8,0,2018-10-21
11841988,37809789,Manhattan,Upper West Side,Entire home/apt,200,1.0,0,0.0,0,
11842127,17980647,Manhattan,Upper West Side,Entire home/apt,425,5.0,0,0.0,0,
11842300,29936265,Manhattan,Financial District,Entire home/apt,110,1.0,2,0.05,0,2016-12-22
11842735,2384086,Brooklyn,Bedford-Stuyvesant,Private room,40,5.0,0,0.0,0,
11843397,23994508,Manhattan,East Harlem,Private room,70,2.0,169,4.27,38,2019-06-16
11844556,62557719,Manhattan,Harlem,Private room,65,30.0,6,0.16,365,2016-11-04
11844776,3864301,Queens,Sunnyside,Entire home/apt,95,30.0,3,0.09,357,2018-06-08
11845193,13318184,Brooklyn,Williamsburg,Private room,100,1.0,0,0.0,0,
11847204,9532490,Manhattan,East Village,Entire home/apt,140,2.0,4,0.1,0,2019-06-09
11850334,2682322,Manhattan,Kips Bay,Entire home/apt,150,2.0,0,0.0,0,
11850380,5245797,Brooklyn,Kensington,Entire home/apt,115,2.0,5,0.13,0,2017-04-30
11850782,39476438,Manhattan,Harlem,Private room,74,2.0,3,0.08,363,2016-07-31
11850900,63157598,Brooklyn,Williamsburg,Entire home/apt,175,4.0,6,0.16,157,2019-04-26
11850918,14363695,Manhattan,East Village,Entire home/apt,275,5.0,1,0.03,0,2016-04-19
11851288,42308954,Queens,Sunnyside,Entire home/apt,110,3.0,6,0.16,0,2017-03-20
11858737,40068602,Manhattan,East Village,Private room,69,1.0,1,0.02,0,2016-03-23
11859901,26867230,Brooklyn,Downtown Brooklyn,Private room,50,1.0,3,0.07,0,2016-04-01
11861349,12440590,Brooklyn,Williamsburg,Private room,85,6.0,12,0.3,0,2017-11-17
11862941,23914324,Manhattan,Financial District,Private room,110,2.0,0,0.0,0,
11863468,61391963,Manhattan,Chelsea,Entire home/apt,142,30.0,7,0.25,316,2019-02-18
11864530,45859087,Manhattan,Harlem,Private room,75,20.0,18,0.67,232,2019-03-10
11865398,43174657,Manhattan,East Village,Entire home/apt,133,3.0,3,0.08,0,2017-01-01
11866156,988788,Manhattan,Hell's Kitchen,Private room,79,1.0,1,0.03,0,2016-04-03
11866301,63256824,Bronx,Norwood,Entire home/apt,80,1.0,2,0.05,0,2016-05-26
11866751,30283594,Manhattan,Hell's Kitchen,Entire home/apt,239,30.0,2,0.07,365,2017-04-03
11867573,6544323,Manhattan,East Harlem,Entire home/apt,100,4.0,0,0.0,0,
11868050,10002513,Brooklyn,Park Slope,Entire home/apt,159,3.0,3,0.08,0,2017-04-30
11868110,63269523,Manhattan,East Village,Entire home/apt,140,1.0,1,0.02,0,2016-03-21
11868495,1633721,Manhattan,West Village,Entire home/apt,250,2.0,23,0.58,0,2017-01-01
11869400,47351539,Brooklyn,East Flatbush,Entire home/apt,135,1.0,193,4.87,270,2019-06-23
11871690,9361557,Brooklyn,Prospect-Lefferts Gardens,Private room,65,10.0,94,2.4,0,2017-08-22
11871903,50032395,Manhattan,Upper West Side,Private room,75,1.0,1,0.03,188,2016-03-28
11871932,63294576,Manhattan,Upper West Side,Entire home/apt,195,1.0,3,0.08,0,2016-10-23
11872337,3803638,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3.0,35,0.9,39,2019-07-01
11873498,45859087,Manhattan,Harlem,Private room,70,30.0,25,0.65,187,2019-01-19
11881208,30283594,Manhattan,Hell's Kitchen,Entire home/apt,199,30.0,0,0.0,365,
11884931,18221107,Manhattan,Inwood,Private room,65,3.0,36,0.9,249,2018-06-10
11885997,17782625,Brooklyn,Vinegar Hill,Entire home/apt,245,2.0,3,0.08,0,2017-12-13
11888497,1414412,Manhattan,Upper East Side,Entire home/apt,150,4.0,17,0.43,26,2019-01-01
11888603,35211977,Brooklyn,Bushwick,Private room,55,1.0,1,0.03,0,2016-03-28
11890279,63407204,Manhattan,Flatiron District,Entire home/apt,650,5.0,42,1.07,335,2019-05-24
11890882,60617592,Queens,Astoria,Private room,50,1.0,1,0.02,0,2016-03-24
11891948,63291733,Brooklyn,Canarsie,Entire home/apt,81,2.0,43,1.18,309,2019-06-29
11892476,39476438,Manhattan,Harlem,Entire home/apt,92,5.0,4,0.11,0,2018-08-28
11893359,20348541,Manhattan,West Village,Private room,105,1.0,14,0.36,0,2016-06-28
11894427,10750483,Manhattan,East Harlem,Private room,89,4.0,1,0.16,365,2019-01-02
11901356,30733725,Brooklyn,Williamsburg,Entire home/apt,348,2.0,1,0.03,0,2016-04-17
11901938,3752523,Brooklyn,Crown Heights,Entire home/apt,168,2.0,63,1.66,344,2019-06-07
11902812,40883799,Brooklyn,Bushwick,Private room,65,1.0,52,1.7,179,2019-06-29
11903561,3937437,Manhattan,East Village,Entire home/apt,100,2.0,0,0.0,0,
11904191,63499716,Manhattan,Harlem,Entire home/apt,175,4.0,130,3.33,53,2019-07-03
11904345,3577509,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,4.0,113,2.87,287,2019-06-25
11905096,63506844,Brooklyn,Flatbush,Entire home/apt,119,3.0,121,3.38,280,2019-07-08
11905189,4323335,Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,4.0,22,0.67,11,2019-06-29
11906169,2103550,Brooklyn,Crown Heights,Entire home/apt,200,1.0,0,0.0,0,
11909308,4392739,Manhattan,SoHo,Entire home/apt,290,2.0,69,1.73,99,2019-06-08
11909622,35362734,Brooklyn,Bedford-Stuyvesant,Private room,62,1.0,0,0.0,0,
11910257,50661711,Manhattan,Washington Heights,Private room,70,1.0,0,0.0,0,
11910278,174570,Brooklyn,Crown Heights,Entire home/apt,65,4.0,1,0.03,0,2016-05-22
11910848,63544192,Manhattan,Tribeca,Private room,60,25.0,2,0.05,0,2018-07-31
11911783,9143200,Manhattan,Upper West Side,Entire home/apt,160,3.0,2,0.05,0,2016-06-13
11912865,63560790,Queens,Kew Gardens,Shared room,45,1.0,17,0.72,365,2019-05-19
11920660,62316222,Manhattan,SoHo,Entire home/apt,595,5.0,51,1.29,347,2019-06-06
11922306,63623329,Brooklyn,Crown Heights,Private room,60,3.0,5,0.13,0,2016-10-10
11923007,7640852,Brooklyn,Williamsburg,Private room,95,2.0,0,0.0,0,
11923881,41099363,Brooklyn,Fort Greene,Private room,150,4.0,2,0.18,193,2019-04-09
11923955,35587586,Manhattan,Hell's Kitchen,Entire home/apt,200,1.0,0,0.0,0,
11924652,39111035,Manhattan,Upper West Side,Private room,160,2.0,2,0.06,0,2016-08-31
11924694,3167887,Manhattan,West Village,Entire home/apt,300,5.0,88,2.32,121,2019-06-24
11926941,4501003,Brooklyn,Flatbush,Entire home/apt,99,1.0,3,0.08,0,2016-05-20
11927032,12986134,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3.0,0,0.0,334,
11927300,4386682,Queens,Ridgewood,Private room,35,5.0,7,0.19,0,2019-03-02
11927624,5251483,Brooklyn,Vinegar Hill,Entire home/apt,170,4.0,2,0.05,0,2016-07-23
11928097,17737517,Manhattan,East Harlem,Private room,65,1.0,0,0.0,0,
11928713,3274929,Brooklyn,Flatbush,Shared room,38,3.0,27,0.95,84,2019-04-24
11929230,31919152,Brooklyn,Williamsburg,Private room,60,7.0,0,0.0,0,
11933676,63702305,Manhattan,SoHo,Entire home/apt,500,4.0,72,1.8,330,2019-07-01
11935301,24253453,Brooklyn,Park Slope,Private room,85,2.0,1,0.03,0,2016-06-24
11937647,12446288,Brooklyn,Williamsburg,Entire home/apt,110,3.0,4,0.1,0,2018-05-30
11939910,9427555,Manhattan,East Harlem,Private room,60,8.0,6,0.16,0,2017-06-29
11940117,27488921,Manhattan,Harlem,Entire home/apt,148,6.0,44,1.12,280,2019-06-23
11941755,63755360,Manhattan,East Village,Entire home/apt,133,2.0,72,1.82,0,2019-06-24
11943700,19586959,Manhattan,Hell's Kitchen,Entire home/apt,160,1.0,0,0.0,0,
11943846,50976547,Manhattan,East Village,Entire home/apt,250,3.0,1,0.03,0,2016-05-02
11944668,37188098,Queens,Astoria,Private room,95,1.0,13,0.33,183,2016-08-07
11944718,13509844,Manhattan,East Harlem,Private room,69,7.0,7,0.18,0,2016-08-14
11946206,2705455,Queens,Long Island City,Entire home/apt,180,6.0,1,0.03,0,2016-05-20
11947067,63790712,Manhattan,Harlem,Private room,40,2.0,16,0.4,0,2019-01-04
11948586,63800453,Brooklyn,Flatbush,Private room,85,1.0,6,0.16,0,2017-01-01
11949531,3630684,Brooklyn,Bushwick,Private room,65,3.0,11,0.37,0,2019-06-02
11950107,32306916,Brooklyn,Crown Heights,Private room,55,1.0,4,0.1,0,2016-05-15
11950302,1212041,Manhattan,East Village,Shared room,75,1.0,4,0.1,0,2016-09-15
11959165,13209857,Manhattan,East Harlem,Entire home/apt,125,3.0,11,0.28,0,2018-08-21
11959854,45990565,Bronx,Morris Heights,Private room,26,3.0,21,0.64,127,2019-06-08
11960466,18994094,Brooklyn,Williamsburg,Entire home/apt,175,2.0,28,0.7,0,2019-04-22
11961053,3752933,Brooklyn,Red Hook,Private room,85,2.0,66,4.58,59,2019-06-24
11963123,7306184,Brooklyn,Clinton Hill,Entire home/apt,179,5.0,0,0.0,0,
11965263,9028473,Brooklyn,Crown Heights,Private room,75,1.0,0,0.0,0,
11965862,63914230,Brooklyn,Williamsburg,Private room,76,5.0,1,0.03,0,2016-07-12
11966139,29084038,Manhattan,Chelsea,Entire home/apt,225,30.0,87,2.17,280,2019-06-08
11967737,63928471,Manhattan,Harlem,Private room,40,1.0,6,0.16,0,2019-03-22
11968539,22089496,Manhattan,Upper East Side,Entire home/apt,110,2.0,22,0.55,0,2019-06-02
11968680,61391963,Manhattan,Upper East Side,Entire home/apt,117,30.0,8,0.25,311,2019-04-21
11968958,63935825,Queens,Ditmars Steinway,Entire home/apt,78,1.0,4,0.1,0,2016-05-28
11969727,63940105,Manhattan,Hell's Kitchen,Entire home/apt,800,3.0,59,1.51,263,2019-06-23
11970778,15817123,Brooklyn,Greenpoint,Entire home/apt,65,1.0,152,3.8,1,2019-06-18
11970867,1410306,Manhattan,Upper West Side,Entire home/apt,105,1.0,181,4.61,175,2019-07-06
11971174,4411040,Brooklyn,Bushwick,Private room,45,1.0,3,0.08,0,2016-06-25
11971334,17638424,Queens,Elmhurst,Private room,34,1.0,89,2.35,164,2019-07-03
11971580,5388411,Manhattan,Harlem,Entire home/apt,90,3.0,0,0.0,0,
11972141,54043278,Brooklyn,Bedford-Stuyvesant,Private room,65,3.0,0,0.0,0,
11973701,15789646,Queens,Sunnyside,Entire home/apt,150,30.0,7,0.18,338,2019-01-04
11980791,10461612,Manhattan,Hell's Kitchen,Entire home/apt,160,3.0,20,0.5,0,2017-05-29
11981021,16098958,Manhattan,Murray Hill,Entire home/apt,250,30.0,2,0.17,337,2019-01-09
11981145,64027912,Manhattan,Upper East Side,Entire home/apt,106,1.0,0,0.0,0,
11981509,25237492,Manhattan,Washington Heights,Entire home/apt,95,30.0,7,0.19,322,2018-02-04
11982174,46889591,Manhattan,Upper East Side,Private room,69,1.0,4,0.1,0,2016-05-15
11982791,27709477,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,2.0,100,2.52,296,2019-06-23
11984115,25810,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,5.0,7,0.18,0,2018-08-10
11984762,59473349,Brooklyn,East New York,Entire home/apt,70,5.0,37,1.48,263,2019-06-28
11985793,9217610,Brooklyn,Greenpoint,Entire home/apt,225,6.0,0,0.0,0,
11988251,28121352,Queens,Elmhurst,Private room,43,2.0,27,0.68,0,2017-10-31
11989954,35253342,Brooklyn,Fort Hamilton,Entire home/apt,121,20.0,23,0.6,294,2019-04-13
11990841,13318184,Brooklyn,Williamsburg,Private room,50,1.0,0,0.0,0,
11991426,1598283,Manhattan,East Village,Entire home/apt,198,3.0,31,0.8,57,2019-06-11
11993790,116382,Brooklyn,Crown Heights,Private room,109,2.0,115,2.87,352,2019-06-30
12000030,42047615,Manhattan,Chelsea,Entire home/apt,199,30.0,1,0.03,292,2016-10-31
12000603,64170911,Bronx,Riverdale,Entire home/apt,150,2.0,79,1.99,267,2019-06-30
12000617,64170751,Brooklyn,Crown Heights,Private room,49,3.0,5,0.13,0,2017-04-09
12000676,30283594,Manhattan,Midtown,Entire home/apt,239,30.0,0,0.0,351,
12000916,6132748,Brooklyn,Park Slope,Entire home/apt,100,1.0,0,0.0,0,
12001322,30283594,Manhattan,Midtown,Entire home/apt,239,30.0,0,0.0,352,
12001638,30283594,Manhattan,Midtown,Entire home/apt,239,30.0,0,0.0,352,
12001650,2295610,Brooklyn,Williamsburg,Entire home/apt,170,3.0,21,0.53,0,2019-06-02
12001854,30283594,Manhattan,Midtown,Entire home/apt,239,30.0,1,0.05,352,2017-11-22
12001984,43170685,Brooklyn,Williamsburg,Private room,80,1.0,1,0.03,0,2016-04-17
12002288,30283594,Manhattan,Midtown,Entire home/apt,239,30.0,0,0.0,351,
12002548,30283594,Manhattan,Midtown,Entire home/apt,239,30.0,0,0.0,352,
12003048,30283594,Manhattan,Hell's Kitchen,Entire home/apt,239,30.0,0,0.0,352,
12003146,22099204,Manhattan,Upper West Side,Entire home/apt,80,1.0,2,0.05,0,2016-11-23
12003341,4106320,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,2.0,33,0.87,145,2019-06-09
12004174,21661360,Manhattan,Gramercy,Entire home/apt,240,2.0,0,0.0,0,
12004175,13340829,Brooklyn,Crown Heights,Private room,60,5.0,1,0.03,0,2016-08-18
12004547,44596503,Manhattan,Upper West Side,Entire home/apt,200,2.0,128,3.31,231,2019-06-17
12004744,18978289,Manhattan,Two Bridges,Entire home/apt,159,2.0,3,0.11,0,2017-09-24
12005195,15817123,Brooklyn,Greenpoint,Entire home/apt,65,1.0,56,1.58,0,2018-10-27
12005318,5707158,Manhattan,Kips Bay,Private room,70,3.0,2,0.05,0,2016-09-29
12005922,30283594,Manhattan,Midtown,Entire home/apt,369,30.0,0,0.0,345,
12005923,36076005,Manhattan,Upper West Side,Private room,120,3.0,9,0.23,365,2017-09-25
12006201,30283594,Manhattan,Midtown,Entire home/apt,239,30.0,0,0.0,348,
12006770,14731964,Manhattan,East Village,Private room,125,1.0,36,1.4,81,2019-07-07
12007258,59489089,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3.0,6,0.15,0,2018-07-31
12007456,63403077,Manhattan,East Harlem,Private room,50,29.0,40,1.14,0,2019-04-30
12009651,87266,Manhattan,Harlem,Entire home/apt,120,45.0,10,0.46,331,2019-05-07
12009685,26806527,Manhattan,Gramercy,Shared room,100,1.0,0,0.0,0,
12009779,1534297,Brooklyn,Williamsburg,Private room,80,1.0,2,0.05,0,2016-06-17
12009807,39856008,Manhattan,Lower East Side,Entire home/apt,140,1.0,1,0.03,0,2016-04-17
12015378,50292584,Brooklyn,Sunset Park,Entire home/apt,105,2.0,66,1.68,360,2019-06-09
